prog,malloc,threads,time,cycles,galois,push,pop,emptypop,npush,npop,nemptypop,good,bad,empty,work_cyc,ngood,nbad,nempty,work_n,qpopfast,qpopfastcyc,qpoplocal,qpoplocalcyc,qpopremote,qpopremotecyc,qpopempty,qpopemptycyc
testrun4/sssp-capq_clique4000_d4,libc,44,0.087286285,9217431696.0,185597122.0,325424160.0,28453678.0,4159960222.0,16289.0,20288.0,348507.0,4448983896.0,65453640.0,3558978.0,4517996514.0,15996000.0,208900.0,16235.0,16221135.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0912349733333,9634413184.0,174508881.0,287787223.0,31996068.0,4567017392.0,16503.0,20502.0,387925.0,4478438685.0,91130591.0,3534344.0,4573103620.0,15996000.0,329932.0,16414.0,16342346.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0851723295833,8994198004.0,185481843.0,303394146.0,24051802.0,3977525729.0,16203.0,20202.0,383040.0,4407225549.0,93276625.0,3242310.0,4503744484.0,15996000.0,364329.0,16107.0,16376436.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0794227075,8387037912.0,164935731.0,332542178.0,26370634.0,3395766205.0,16338.0,20337.0,309694.0,4375617494.0,88492155.0,3313515.0,4467423164.0,15996000.0,337671.0,16251.0,16349922.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0704566604167,7440223340.0,175832566.0,310408755.0,21043012.0,2488941196.0,16444.0,20443.0,239193.0,4323889892.0,116808576.0,3299343.0,4443997811.0,15996000.0,448972.0,16327.0,16461299.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.07951850875,8397154524.0,183747170.0,312722242.0,31202020.0,3190742516.0,16372.0,20371.0,318723.0,4521568176.0,153249917.0,3922483.0,4678740576.0,15996000.0,568349.0,16223.0,16580572.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0930076133333,9821603968.0,198529818.0,357559045.0,25849890.0,4694415349.0,16431.0,20430.0,394962.0,4414253206.0,127655480.0,3341180.0,4545249866.0,15996000.0,409687.0,16323.0,16422010.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0805950125,8510833320.0,175135064.0,335902039.0,26246890.0,3278735322.0,16439.0,20438.0,320333.0,4579158292.0,112170721.0,3484992.0,4694814005.0,15996000.0,440584.0,16319.0,16452903.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.41049887,3940789152.0,14853915.0,50296671.0,18252879.0,297510.0,16035.0,20034.0,159.0,3854211501.0,0.0,2876676.0,3857088177.0,15996000.0,0.0,16035.0,16012035.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.452263633333,4341730880.0,15781180.0,55259069.0,19852358.0,289642.0,16082.0,20081.0,114.0,4247452350.0,0.0,3096281.0,4250548631.0,15996000.0,0.0,16082.0,16012082.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.449643075,4316573520.0,20025347.0,60949823.0,20199996.0,266515.0,16231.0,20230.0,140.0,4155760995.0,56157512.0,3213332.0,4215131839.0,15996000.0,210701.0,16178.0,16222879.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.4237884925,4068369528.0,16704714.0,53233091.0,18165730.0,298566.0,16817.0,20816.0,160.0,3834487847.0,142548047.0,2931533.0,3979967427.0,15996000.0,603755.0,16665.0,16616420.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.44053185125,4229105772.0,16488987.0,55351114.0,19973022.0,161352.0,16076.0,20075.0,144.0,4134092604.0,0.0,3038693.0,4137131297.0,15996000.0,0.0,16076.0,16012076.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.418328842083,4015956884.0,20226141.0,65845455.0,18984389.0,142525.0,16037.0,20036.0,70.0,3907852014.0,0.0,2906360.0,3910758374.0,15996000.0,0.0,16037.0,16012037.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.4637659175,4452152808.0,17560404.0,55209713.0,21676554.0,451788.0,15951.0,19950.0,214.0,4353690134.0,0.0,3564215.0,4357254349.0,15996000.0,0.0,15951.0,16011951.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.446540765,4286791344.0,15825931.0,61911084.0,21444255.0,164214.0,15934.0,19933.0,99.0,4184453636.0,0.0,2992224.0,4187445860.0,15996000.0,0.0,15934.0,16011934.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.414601706667,3980176384.0,15347869.0,52884661.0,19209128.0,314476.0,15932.0,19931.0,146.0,3889497997.0,0.0,2922253.0,3892420250.0,15996000.0,0.0,15932.0,16011932.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,4,0.444077188333,4263141008.0,17354167.0,55610804.0,20443216.0,242116.0,16197.0,20196.0,152.0,4127378016.0,38902984.0,3209705.0,4169490705.0,15996000.0,143668.0,16161.0,16155829.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,8,0.240642305,4620332256.0,23105569.0,66005269.0,21388110.0,36123456.0,16779.0,20778.0,10109.0,4314930071.0,155361896.0,3417885.0,4473709852.0,15996000.0,582191.0,16630.0,16594821.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,8,0.240828531667,4623907808.0,27274128.0,77452370.0,21556050.0,16162947.0,16147.0,20146.0,8525.0,4464619309.0,13653920.0,3189084.0,4481462313.0,15996000.0,52000.0,16134.0,16064134.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,8,0.248292983333,4767225280.0,23944183.0,70266167.0,25127849.0,4035499.0,16261.0,20260.0,1804.0,4582372882.0,57943538.0,3535162.0,4643851582.0,15996000.0,216840.0,16205.0,16229045.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,8,0.249913361667,4798336544.0,41161941.0,79422649.0,19650064.0,251247757.0,16128.0,20127.0,135146.0,4386512033.0,17147608.0,3194492.0,4406854133.0,15996000.0,64245.0,16111.0,16076356.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,8,0.247789205833,4757552752.0,28460325.0,67646421.0,27241495.0,77910223.0,16223.0,20222.0,31290.0,4524680464.0,26691982.0,4921842.0,4556294288.0,15996000.0,104000.0,16197.0,16116197.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,8,0.232858591667,4470884960.0,22817840.0,71009427.0,22225318.0,22432595.0,16013.0,20012.0,12601.0,4329211527.0,0.0,3188253.0,4332399780.0,15996000.0,0.0,16013.0,16012013.0,0,0,0,0,0,0,0,0
